timestamp,pod_name,namespace,log_level,message,score_hbos,anomaly_vote_count
2025-11-10T03:14:21.189Z,orders-16,prod,DEBUG,2025-11-10T03:14:21.189Z DEBUG [orders-16] Opening database transaction; connection_id=2161,0.6307271624380871,2
2025-11-08T10:06:14.160Z,orders-16,prod,DEBUG,2025-11-08T10:06:14.160Z DEBUG [orders-16] Loaded config from /etc/config/app.yml,0.6307271624380871,3
2025-11-08T06:44:22.109Z,backend-api-06,prod,DEBUG,2025-11-08T06:44:22.109Z DEBUG [backend-api-06] Opening database transaction; connection_id=8808,0.6227855765840558,3
2025-11-07T07:05:54.645Z,payments-16,prod,DEBUG,2025-11-07T07:05:54.645Z DEBUG [payments-16] Loaded config from /etc/config/env.yml,0.6218184972483964,3
2025-11-11T15:03:28.713Z,nginx-frontend-11,prod,DEBUG,"2025-11-11T15:03:28.713Z DEBUG [nginx-frontend-11] Health check passed: ready=true, status=200",0.6212748140251761,3
2025-11-12T18:36:50.799Z,nginx-frontend-18,prod,DEBUG,2025-11-12T18:36:50.799Z DEBUG [nginx-frontend-18] Completed 200 DELETE /health in 102ms,0.6062781430940994,2
2025-11-11T19:27:58.111Z,nginx-frontend-08,prod,DEBUG,"2025-11-11T19:27:58.111Z DEBUG [nginx-frontend-08] Health check passed: ready=true, status=200",0.6062781430940994,2
2025-11-09T00:23:10.079Z,orders-04,prod,DEBUG,2025-11-09T00:23:10.079Z DEBUG [orders-04] Opening database transaction; connection_id=1877,0.6062781430940994,3
2025-11-10T11:30:42.955Z,payments-03,prod,DEBUG,"2025-11-10T11:30:42.955Z DEBUG [payments-03] Health check passed: ready=true, status=200",0.5961713492129523,2
2025-11-11T14:30:02.291Z,backend-api-13,prod,DEBUG,"2025-11-11T14:30:02.291Z DEBUG [backend-api-13] Graceful shutdown initiated, waiting for connections to drain",0.5913695259883266,3
2025-11-06T23:59:55.000Z,db-primary-0,prod,ERROR,ERROR [db-primary-0] RANSOMWARE ACTIVITY DETECTED: Rapid sequential encryption of database files in /var/lib/postgresql/data.,0.5841542046916319,8
2025-11-09T06:23:54.567Z,orders-04,prod,DEBUG,"2025-11-09T06:23:54.567Z DEBUG [orders-04] Health check passed: ready=true, status=200",0.5834023616570658,3
2025-11-06T23:59:57.000Z,billing-service,prod,FATAL,FATAL [billing-service] ALL DATABASES DROPPED: Received unauthorized DROP DATABASE command for all production clusters.,0.571035847116799,10
2025-11-13T03:43:16.938Z,orders-03,prod,DEBUG,2025-11-13T03:43:16.938Z DEBUG [orders-03] Opening database transaction; connection_id=5576,0.5694631720798425,3
2025-11-13T09:33:26.054Z,payments-19,prod,DEBUG,2025-11-13T09:33:26.054Z DEBUG [payments-19] Completed 200 GET /health in 378ms,0.5633513580745262,2
2025-11-09T08:03:24.230Z,orders-10,prod,DEBUG,2025-11-09T08:03:24.230Z DEBUG [orders-10] Opening database transaction; connection_id=1681,0.5545545549740697,3
2025-11-11T12:52:48.973Z,payments-12,prod,DEBUG,2025-11-11T12:52:48.973Z DEBUG [payments-12] Loaded config from /etc/config/app.yml,0.5494121684973028,2
2025-11-07T16:54:07.578Z,payments-14,prod,DEBUG,2025-11-07T16:54:07.578Z DEBUG [payments-14] Cache hit for key=session:2514; ttl=2036s,0.5494121684973028,3
2025-11-08T21:46:27.067Z,payments-06,prod,DEBUG,2025-11-08T21:46:27.067Z DEBUG [payments-06] User 73077 authenticated successfully,0.5494121684973028,3
2025-11-11T07:31:34.818Z,auth-service-04,prod,DEBUG,2025-11-11T07:31:34.818Z DEBUG [auth-service-04] Opening database transaction; connection_id=3572,0.5457274912535617,2
2025-11-11T04:05:14.887Z,backend-api-18,prod,DEBUG,"2025-11-11T04:05:14.887Z DEBUG [backend-api-18] Graceful shutdown initiated, waiting for connections to drain",0.5405851047767948,2
2025-11-11T04:50:07.806Z,nginx-frontend-04,prod,DEBUG,2025-11-11T04:50:07.806Z DEBUG [nginx-frontend-04] Opening database transaction; connection_id=2591,0.5405851047767948,3
2025-11-11T23:58:26.660Z,nginx-frontend-03,prod,DEBUG,2025-11-11T23:58:26.660Z DEBUG [nginx-frontend-03] Opening database transaction; connection_id=8326,0.5405851047767948,2
2025-11-06T23:59:51.000Z,backend-api-01,prod,FATAL,"FATAL [backend-api-01] KERNEL PANIC: CPU temperature exceeded 105C, physical hardware damage imminent. Initiating emergency hardware shutdown sequence.",0.49425850306721364,10
2025-11-11T14:46:28.594Z,orders-02,staging,WARN,2025-11-11T14:46:28.594Z WARN [orders-02] ERROR: Segmentation fault (core dumped) in worker thread,0.4882677099121886,3
2025-11-06T19:39:53.343Z,nginx-frontend-20,dev,INFO,"2025-11-06T19:39:53.343Z INFO [nginx-frontend-20] Graceful shutdown initiated, waiting for connections to drain",0.48415191232647237,4
2025-11-06T23:59:59.000Z,ci-cd-pipeline,dev,CRITICAL,CRITICAL [ci-cd-pipeline] MALICIOUS CODE INJECTION: Found unexpected base64 encoded payload in the build artifact before deployment.,0.4780535901996654,10
2025-11-12T02:44:51.724Z,orders-09,staging,WARN,2025-11-12T02:44:51.724Z WARN [orders-09] ERROR: OOMKilled - process terminated due to out-of-memory,0.4748771120276287,5
2025-11-06T23:59:52.000Z,payments-11,prod,ERROR,ERROR [payments-11] SEVERE DATA LEAK: Unencrypted credit card payloads are being transmitted to external IP 185.199.108.153.,0.46614273947938334,3
2025-11-12T13:42:56.980Z,nginx-frontend-16,staging,INFO,2025-11-12T13:42:56.980Z INFO [nginx-frontend-16] Loaded config from /etc/config/app.yml,0.4530167463390029,4
2025-11-09T21:53:51.718Z,nginx-frontend-12,prod,INFO,2025-11-09T21:53:51.718Z INFO [nginx-frontend-12] Loaded config from /etc/config/app.yml,0.4530167463390029,4
2025-11-07T15:14:36.256Z,nginx-frontend-16,dev,INFO,2025-11-07T15:14:36.256Z INFO [nginx-frontend-16] Cache hit for key=session:6303; ttl=3029s,0.4530167463390029,4
2025-11-12T07:11:27.269Z,nginx-frontend-12,staging,INFO,"2025-11-12T07:11:27.269Z INFO [nginx-frontend-12] Graceful shutdown initiated, waiting for connections to drain",0.4530167463390029,4
2025-11-07T00:28:49.547Z,nginx-frontend-05,dev,INFO,2025-11-07T00:28:49.547Z INFO [nginx-frontend-05] Loaded config from /etc/config/app.yml,0.4497058216341082,4
2025-11-08T17:23:46.027Z,nginx-frontend-05,staging,INFO,2025-11-08T17:23:46.027Z INFO [nginx-frontend-05] Loaded config from /etc/config/app.yml,0.4497058216341082,4
2025-11-12T07:03:30.443Z,nginx-frontend-02,dev,ERROR,2025-11-12T07:03:30.443Z ERROR [nginx-frontend-02] ERROR: request timeout after 2741ms while calling inventory,0.44373723817089206,3
2025-11-07T18:55:35.361Z,payments-08,dev,ERROR,2025-11-07T18:55:35.361Z ERROR [payments-08] ERROR: request timeout after 4608ms while calling payments,0.44373723817089206,4
2025-11-12T06:51:55.151Z,orders-15,prod,INFO,"2025-11-12T06:51:55.151Z INFO [orders-15] Graceful shutdown initiated, waiting for connections to drain",0.4339172921061646,4
2025-11-11T00:44:09.179Z,orders-15,dev,INFO,"2025-11-11T00:44:09.179Z INFO [orders-15] Health check passed: ready=true, status=200",0.4339172921061646,4
2025-11-12T17:41:59.462Z,nginx-frontend-01,staging,WARN,2025-11-12T17:41:59.462Z WARN [nginx-frontend-01] Opening database transaction; connection_id=6757,0.4299263563457797,7
2025-11-13T08:29:48.735Z,nginx-frontend-01,prod,INFO,2025-11-13T08:29:48.735Z INFO [nginx-frontend-01] Completed 200 DELETE /api/v1/payments in 36ms,0.4298307511555862,4
2025-11-06T17:47:02.272Z,nginx-frontend-19,prod,INFO,"2025-11-06T17:47:02.272Z INFO [nginx-frontend-19] Graceful shutdown initiated, waiting for connections to drain",0.42263002624753376,2
2025-11-07T22:19:46.118Z,payments-08,prod,INFO,"2025-11-07T22:19:46.118Z INFO [payments-08] Graceful shutdown initiated, waiting for connections to drain",0.4219328079979674,4
2025-11-06T21:01:54.711Z,payments-08,staging,INFO,2025-11-06T21:01:54.711Z INFO [payments-08] Established connection to upstream db.internal:5432,0.4219328079979674,4
2025-11-07T10:28:19.369Z,nginx-frontend-02,dev,INFO,2025-11-07T10:28:19.369Z INFO [nginx-frontend-02] Background job reindex completed in 352ms,0.4219328079979674,4
2025-11-12T08:36:35.034Z,nginx-frontend-02,prod,INFO,2025-11-12T08:36:35.034Z INFO [nginx-frontend-02] Established connection to upstream cache.internal:9000,0.4219328079979674,4
2025-11-11T23:02:38.448Z,payments-08,prod,INFO,2025-11-11T23:02:38.448Z INFO [payments-08] Background job cleanup completed in 17ms,0.4219328079979674,4
2025-11-06T15:09:42.140Z,nginx-frontend-04,dev,INFO,2025-11-06T15:09:42.140Z INFO [nginx-frontend-04] Loaded config from /etc/config/app.yml,0.41845394912817435,4
2025-11-08T17:15:44.591Z,nginx-frontend-13,prod,INFO,2025-11-08T17:15:44.591Z INFO [nginx-frontend-13] Loaded config from /etc/config/db.yml,0.41845394912817435,4
2025-11-06T23:59:54.000Z,auth-service-03,prod,CRITICAL,CRITICAL [auth-service-03] MASSIVE AUTHENTICATION FAILURE: 50000 login attempts blocked in the last 10 seconds from a single botnet.,0.41491067371987467,8
2025-11-07T13:58:28.780Z,backend-api-16,dev,INFO,2025-11-07T13:58:28.780Z INFO [backend-api-16] Background job reindex completed in 381ms,0.40341239222128455,4
2025-11-11T10:02:07.612Z,nginx-frontend-08,dev,INFO,2025-11-11T10:02:07.612Z INFO [nginx-frontend-08] Loaded config from /etc/config/env.yml,0.40341239222128455,4
2025-11-09T12:49:45.439Z,nginx-frontend-08,staging,INFO,2025-11-09T12:49:45.439Z INFO [nginx-frontend-08] Loaded config from /etc/config/env.yml,0.40341239222128455,4
