timestamp,pod_name,namespace,log_level,message,score_isolation_forest,anomaly_vote_count
2025-11-06T23:59:59.000Z,ci-cd-pipeline,dev,CRITICAL,CRITICAL [ci-cd-pipeline] MALICIOUS CODE INJECTION: Found unexpected base64 encoded payload in the build artifact before deployment.,0.646337480696376,10
2025-11-12T06:51:55.151Z,orders-15,prod,INFO,"2025-11-12T06:51:55.151Z INFO [orders-15] Graceful shutdown initiated, waiting for connections to drain",0.6180022109619699,4
2025-11-11T00:44:09.179Z,orders-15,dev,INFO,"2025-11-11T00:44:09.179Z INFO [orders-15] Health check passed: ready=true, status=200",0.607936926977744,4
2025-11-07T02:18:13.406Z,backend-api-08,prod,INFO,"2025-11-07T02:18:13.406Z INFO [backend-api-08] Graceful shutdown initiated, waiting for connections to drain",0.6063540659984197,3
2025-11-06T21:24:31.245Z,auth-service-09,staging,INFO,2025-11-06T21:24:31.245Z INFO [auth-service-09] Completed 200 GET /login in 23ms,0.6057934350174674,3
2025-11-06T19:39:53.343Z,nginx-frontend-20,dev,INFO,"2025-11-06T19:39:53.343Z INFO [nginx-frontend-20] Graceful shutdown initiated, waiting for connections to drain",0.6035078571754371,4
2025-11-06T23:59:52.000Z,payments-11,prod,ERROR,ERROR [payments-11] SEVERE DATA LEAK: Unencrypted credit card payloads are being transmitted to external IP 185.199.108.153.,0.6031776197756171,3
2025-11-07T11:14:02.053Z,backend-api-08,dev,INFO,2025-11-07T11:14:02.053Z INFO [backend-api-08] Loaded config from /etc/config/db.yml,0.5977591139587244,3
2025-11-06T23:59:56.000Z,nginx-ingress,kube-system,CRITICAL,CRITICAL [nginx-ingress] DDoS ATTACK DETECTED: 100Gbps traffic spike overwhelming the ingress controller. Dropping all packets.,0.5920192931330797,10
2025-11-12T09:10:00.336Z,orders-16,staging,INFO,2025-11-12T09:10:00.336Z INFO [orders-16] Started request GET /login from 10.0.3.19 in 238ms,0.5894184352184322,2
2025-11-08T02:32:45.423Z,orders-16,staging,ERROR,2025-11-08T02:32:45.423Z ERROR [orders-16] ERROR: request timeout after 28265ms while calling db,0.5764122820240036,2
2026-01-01T00:00:04.000Z,cat,living-room,MEOW,Meow meow meow purr purr hiss scratch sofa meow.,0.5734820263025245,10
2025-11-07T10:28:19.369Z,nginx-frontend-02,dev,INFO,2025-11-07T10:28:19.369Z INFO [nginx-frontend-02] Background job reindex completed in 352ms,0.5709380161492031,4
2026-01-01T00:00:07.000Z,toddler,playground,SCREAM,Waaaaah! I want my toy! No! Mine! Waaaaaah! Gimme!,0.5699339085085782,10
2025-11-07T17:02:00.099Z,nginx-frontend-10,staging,DEBUG,2025-11-07T17:02:00.099Z DEBUG [nginx-frontend-10] Background job reindex completed in 86ms,0.5661536751870204,5
2025-11-08T17:23:46.027Z,nginx-frontend-05,staging,INFO,2025-11-08T17:23:46.027Z INFO [nginx-frontend-05] Loaded config from /etc/config/app.yml,0.5628472946367182,4
2025-11-08T17:34:07.693Z,backend-api-09,dev,INFO,2025-11-08T17:34:07.693Z INFO [backend-api-09] Started request GET /checkout from 10.0.4.38 in 72ms,0.5604267073425746,2
2025-11-06T23:59:50.000Z,unknown-hacker-pod,kube-system,CRITICAL,CRITICAL [kube-system] UNAUTHORIZED ROOT ACCESS DETECTED: Multiple failed SSH login attempts followed by successful bypass. Possible bitcoin miner payload injected.,0.5589162822210837,10
2025-11-06T15:26:53.416Z,backend-api-08,staging,ERROR,2025-11-06T15:26:53.416Z ERROR [backend-api-08] ERROR: Segmentation fault (core dumped) in worker thread,0.552851579113558,1
2025-11-07T08:24:31.159Z,nginx-frontend-02,dev,DEBUG,"2025-11-07T08:24:31.159Z DEBUG [nginx-frontend-02] Graceful shutdown initiated, waiting for connections to drain",0.5528338182302097,3
2025-11-06T23:59:54.000Z,auth-service-03,prod,CRITICAL,CRITICAL [auth-service-03] MASSIVE AUTHENTICATION FAILURE: 50000 login attempts blocked in the last 10 seconds from a single botnet.,0.5525922892168587,8
2025-11-07T03:51:58.640Z,auth-service-19,prod,INFO,2025-11-07T03:51:58.640Z INFO [auth-service-19] Started request GET /checkout from 10.0.1.32 in 439ms,0.5504429831437551,3
2025-11-09T21:53:51.718Z,nginx-frontend-12,prod,INFO,2025-11-09T21:53:51.718Z INFO [nginx-frontend-12] Loaded config from /etc/config/app.yml,0.548051028597426,4
2025-11-13T08:29:48.735Z,nginx-frontend-01,prod,INFO,2025-11-13T08:29:48.735Z INFO [nginx-frontend-01] Completed 200 DELETE /api/v1/payments in 36ms,0.5444619783359006,4
2025-11-09T01:45:03.599Z,nginx-frontend-17,staging,INFO,2025-11-09T01:45:03.599Z INFO [nginx-frontend-17] Loaded config from /etc/config/app.yml,0.5386915428306239,3
2025-11-06T21:01:54.711Z,payments-08,staging,INFO,2025-11-06T21:01:54.711Z INFO [payments-08] Established connection to upstream db.internal:5432,0.5385937559158679,4
2025-11-12T07:11:27.269Z,nginx-frontend-12,staging,INFO,"2025-11-12T07:11:27.269Z INFO [nginx-frontend-12] Graceful shutdown initiated, waiting for connections to drain",0.5375719548566359,4
2025-11-10T22:59:21.461Z,orders-16,staging,INFO,2025-11-10T22:59:21.461Z INFO [orders-16] Cache hit for key=session:5334; ttl=3256s,0.5317297011910745,2
2025-11-09T12:49:45.439Z,nginx-frontend-08,staging,INFO,2025-11-09T12:49:45.439Z INFO [nginx-frontend-08] Loaded config from /etc/config/env.yml,0.5314646374852245,4
2025-11-06T08:40:08.453Z,backend-api-01,dev,DEBUG,2025-11-06T08:40:08.453Z DEBUG [backend-api-01] Completed 200 GET /login in 210ms,0.5307095788357822,4
2025-11-07T15:32:30.944Z,orders-16,prod,DEBUG,2025-11-07T15:32:30.944Z DEBUG [orders-16] User 60023 authenticated successfully,0.5299034216189592,5
2025-11-07T17:09:55.412Z,orders-16,dev,ERROR,2025-11-07T17:09:55.412Z ERROR [orders-16] ERROR: Segmentation fault (core dumped) in worker thread,0.5276498394020084,2
2025-11-12T03:29:09.940Z,backend-api-20,staging,ERROR,2025-11-12T03:29:09.940Z ERROR [backend-api-20] ERROR: connection refused from payments.internal:6379,0.526532547828656,2
2025-11-12T13:42:56.980Z,nginx-frontend-16,staging,INFO,2025-11-12T13:42:56.980Z INFO [nginx-frontend-16] Loaded config from /etc/config/app.yml,0.5263567592100434,4
2025-11-11T06:41:52.678Z,backend-api-08,staging,INFO,2025-11-11T06:41:52.678Z INFO [backend-api-08] User 40619 authenticated successfully,0.5250311695694362,1
2025-11-07T04:53:16.812Z,nginx-frontend-18,dev,DEBUG,2025-11-07T04:53:16.812Z DEBUG [nginx-frontend-18] Background job reindex completed in 178ms,0.5222441392267859,5
2025-11-13T09:33:39.169Z,backend-api-08,staging,INFO,2025-11-13T09:33:39.169Z INFO [backend-api-08] Established connection to upstream payments.internal:9000,0.5208057218726653,2
2025-11-08T03:17:45.193Z,orders-16,dev,INFO,2025-11-08T03:17:45.193Z INFO [orders-16] Cache hit for key=session:2137; ttl=617s,0.5205388373618192,2
2025-11-08T17:15:44.591Z,nginx-frontend-13,prod,INFO,2025-11-08T17:15:44.591Z INFO [nginx-frontend-13] Loaded config from /etc/config/db.yml,0.5198383814601968,4
2025-11-10T03:25:38.363Z,payments-18,dev,INFO,2025-11-10T03:25:38.363Z INFO [payments-18] Completed 201 GET /api/v1/orders in 76ms,0.5178328961054066,2
2025-11-07T23:48:52.738Z,backend-api-08,staging,INFO,2025-11-07T23:48:52.738Z INFO [backend-api-08] Established connection to upstream cache.internal:8080,0.5166429748081485,1
2025-11-10T07:50:38.726Z,orders-16,staging,INFO,"2025-11-10T07:50:38.726Z INFO [orders-16] Health check passed: ready=true, status=200",0.5154252597572561,1
2025-11-08T03:07:13.786Z,backend-api-09,staging,INFO,2025-11-08T03:07:13.786Z INFO [backend-api-09] Background job report-generator completed in 60ms,0.5148503297868419,2
2025-11-13T09:04:20.752Z,auth-service-11,staging,INFO,2025-11-13T09:04:20.752Z INFO [auth-service-11] Opening database transaction; connection_id=1643,0.5140220203918137,3
2025-11-06T15:09:42.140Z,nginx-frontend-04,dev,INFO,2025-11-06T15:09:42.140Z INFO [nginx-frontend-04] Loaded config from /etc/config/app.yml,0.5086303134321096,4
2025-11-07T15:14:36.256Z,nginx-frontend-16,dev,INFO,2025-11-07T15:14:36.256Z INFO [nginx-frontend-16] Cache hit for key=session:6303; ttl=3029s,0.5083250196659519,4
2025-11-07T00:28:49.547Z,nginx-frontend-05,dev,INFO,2025-11-07T00:28:49.547Z INFO [nginx-frontend-05] Loaded config from /etc/config/app.yml,0.508221713651455,4
2025-11-11T10:02:07.612Z,nginx-frontend-08,dev,INFO,2025-11-11T10:02:07.612Z INFO [nginx-frontend-08] Loaded config from /etc/config/env.yml,0.5079531598848844,4
2025-11-09T09:49:39.059Z,auth-service-17,staging,DEBUG,2025-11-09T09:49:39.059Z DEBUG [auth-service-17] Established connection to upstream cache.internal:8080,0.5069633115232942,2
2026-01-01T00:00:08.000Z,gandalf,moria,MAGIC,"YOU SHALL NOT PASS! The dark fire will not avail you, flame of Udun. Go back to the Shadow!",0.5060616361460538,10
2025-11-11T09:35:15.099Z,nginx-frontend-05,staging,INFO,2025-11-11T09:35:15.099Z INFO [nginx-frontend-05] Loaded config from /etc/config/env.yml,0.5045297098030638,3
2025-11-09T10:10:18.275Z,backend-api-15,dev,ERROR,2025-11-09T10:10:18.275Z ERROR [backend-api-15] ERROR: request timeout after 17173ms while calling payments,0.5017219232321195,2
2025-11-07T18:55:35.361Z,payments-08,dev,ERROR,2025-11-07T18:55:35.361Z ERROR [payments-08] ERROR: request timeout after 4608ms while calling payments,0.49998406669783113,4
2025-11-08T13:16:46.880Z,backend-api-15,dev,ERROR,2025-11-08T13:16:46.880Z ERROR [backend-api-15] ERROR: ImagePullBackOff: failed to pull image myorg/auth:0.9.8,0.49994451269494145,3
2025-11-07T08:17:56.290Z,orders-16,dev,INFO,2025-11-07T08:17:56.290Z INFO [orders-16] Started request POST /checkout from 10.0.3.7 in 33ms,0.4963794777302671,2
2025-11-09T08:43:27.055Z,nginx-frontend-12,staging,INFO,"2025-11-09T08:43:27.055Z INFO [nginx-frontend-12] Graceful shutdown initiated, waiting for connections to drain",0.49636991313742107,3
2025-11-07T06:12:31.426Z,orders-16,dev,INFO,"2025-11-07T06:12:31.426Z INFO [orders-16] Health check passed: ready=true, status=200",0.49325048514534714,2
2026-01-01T00:00:03.000Z,chef,kitchen,COOKING,"Recipe: Add 2 cups of flour, 3 eggs, and a dash of cinnamon. Bake at 350F for 45 minutes.",0.49320941452217043,10
2025-11-12T20:36:52.917Z,backend-api-08,staging,DEBUG,2025-11-12T20:36:52.917Z DEBUG [backend-api-08] Established connection to upstream db.internal:5432,0.49171917399294485,3
2025-11-12T01:32:34.092Z,backend-api-09,staging,INFO,2025-11-12T01:32:34.092Z INFO [backend-api-09] User 17982 authenticated successfully,0.491031076063351,2
2025-11-08T11:57:09.454Z,backend-api-09,staging,ERROR,2025-11-08T11:57:09.454Z ERROR [backend-api-09] ERROR: request timeout after 18178ms while calling inventory,0.49041921291864715,2
2025-11-12T00:13:58.174Z,orders-16,prod,INFO,"2025-11-12T00:13:58.174Z INFO [orders-16] Graceful shutdown initiated, waiting for connections to drain",0.4904123931657136,1
2025-11-07T22:19:46.118Z,payments-08,prod,INFO,"2025-11-07T22:19:46.118Z INFO [payments-08] Graceful shutdown initiated, waiting for connections to drain",0.4894805973981685,4
2025-11-08T00:27:26.710Z,payments-01,prod,INFO,2025-11-08T00:27:26.710Z INFO [payments-01] Started request PUT /login from 10.0.1.47 in 225ms,0.48916038056297306,3
2025-11-13T10:08:57.124Z,orders-05,dev,INFO,2025-11-13T10:08:57.124Z INFO [orders-05] User 64657 authenticated successfully,0.489045197456672,3
2025-11-09T22:09:34.046Z,backend-api-08,prod,INFO,"2025-11-09T22:09:34.046Z INFO [backend-api-08] Health check passed: ready=true, status=200",0.4885183311164243,1
2025-11-11T08:17:39.045Z,backend-api-07,dev,ERROR,2025-11-11T08:17:39.045Z ERROR [backend-api-07] ERROR: request timeout after 8964ms while calling payments,0.48849882209748896,2
2025-11-10T14:53:46.173Z,backend-api-09,staging,INFO,"2025-11-10T14:53:46.173Z INFO [backend-api-09] Health check passed: ready=true, status=200",0.4878832705712604,1
2025-11-12T07:03:30.443Z,nginx-frontend-02,dev,ERROR,2025-11-12T07:03:30.443Z ERROR [nginx-frontend-02] ERROR: request timeout after 2741ms while calling inventory,0.4859016249658063,3
2025-11-10T00:22:02.365Z,backend-api-08,prod,ERROR,2025-11-10T00:22:02.365Z ERROR [backend-api-08] ERROR: request timeout after 16920ms while calling db,0.48581633991310547,1
2025-11-07T02:18:09.809Z,auth-service-01,staging,INFO,2025-11-07T02:18:09.809Z INFO [auth-service-01] Loaded config from /etc/config/db.yml,0.4854680794309306,1
2025-11-08T07:23:25.510Z,backend-api-08,dev,INFO,2025-11-08T07:23:25.510Z INFO [backend-api-08] Cache hit for key=session:3555; ttl=3220s,0.4835965146708168,1
2025-11-09T21:11:32.593Z,backend-api-16,staging,INFO,"2025-11-09T21:11:32.593Z INFO [backend-api-16] Graceful shutdown initiated, waiting for connections to drain",0.4816958896510547,2
2025-11-07T02:20:40.330Z,backend-api-06,staging,ERROR,2025-11-07T02:20:40.330Z ERROR [backend-api-06] ERROR: database deadlock detected; rolling back transaction,0.4808599872904782,3
2025-11-08T10:53:55.213Z,payments-10,staging,INFO,2025-11-08T10:53:55.213Z INFO [payments-10] Background job cleanup completed in 291ms,0.48077071856196296,2
2025-11-13T05:03:19.672Z,backend-api-20,dev,INFO,2025-11-13T05:03:19.672Z INFO [backend-api-20] Completed 200 GET /api/v1/payments in 71ms,0.4805509255592711,2
2025-11-09T16:34:57.168Z,backend-api-11,dev,INFO,"2025-11-09T16:34:57.168Z INFO [backend-api-11] Graceful shutdown initiated, waiting for connections to drain",0.47599100171022635,3
2025-11-11T23:02:38.448Z,payments-08,prod,INFO,2025-11-11T23:02:38.448Z INFO [payments-08] Background job cleanup completed in 17ms,0.47596590484690915,4
2025-11-07T13:58:28.780Z,backend-api-16,dev,INFO,2025-11-07T13:58:28.780Z INFO [backend-api-16] Background job reindex completed in 381ms,0.47411027398024386,4
2025-11-09T00:20:00.307Z,nginx-frontend-17,staging,INFO,2025-11-09T00:20:00.307Z INFO [nginx-frontend-17] Loaded config from /etc/config/app.yml,0.47383949079899973,3
2025-11-12T08:36:35.034Z,nginx-frontend-02,prod,INFO,2025-11-12T08:36:35.034Z INFO [nginx-frontend-02] Established connection to upstream cache.internal:9000,0.4728226986372927,4
2025-11-06T16:22:16.527Z,backend-api-03,staging,INFO,2025-11-06T16:22:16.527Z INFO [backend-api-03] Background job cleanup completed in 273ms,0.47171122640840357,3
2025-11-10T19:53:16.986Z,payments-10,staging,ERROR,2025-11-10T19:53:16.986Z ERROR [payments-10] ERROR: connection refused from auth.internal:8080,0.4711169085438886,2
2025-11-11T08:36:05.780Z,orders-16,dev,DEBUG,"2025-11-11T08:36:05.780Z DEBUG [orders-16] Health check passed: ready=true, status=200",0.470405906246196,3
2025-11-12T14:18:22.826Z,nginx-frontend-20,staging,ERROR,2025-11-12T14:18:22.826Z ERROR [nginx-frontend-20] ERROR: Segmentation fault (core dumped) in worker thread,0.46974433632407453,2
2025-11-10T15:02:11.003Z,orders-02,staging,DEBUG,2025-11-10T15:02:11.003Z DEBUG [orders-02] Completed 204 POST /api/v1/payments in 23ms,0.4696409083353198,4
2026-01-01T00:00:09.000Z,mechanic,garage,CAR,"The carburetor is busted, the timing belt snapped, and the blinker fluid is completely empty.",0.46949245424398234,10
2025-11-07T04:08:34.939Z,orders-16,dev,INFO,2025-11-07T04:08:34.939Z INFO [orders-16] Opening database transaction; connection_id=8174,0.4679671937362542,1
2025-11-13T06:38:12.584Z,auth-service-01,staging,INFO,"2025-11-13T06:38:12.584Z INFO [auth-service-01] Health check passed: ready=true, status=200",0.4669521558672394,2
2025-11-11T07:44:19.184Z,payments-02,staging,INFO,2025-11-11T07:44:19.184Z INFO [payments-02] Established connection to upstream auth.internal:5432,0.46682475749984675,3
2025-11-08T05:12:38.706Z,backend-api-08,dev,INFO,"2025-11-08T05:12:38.706Z INFO [backend-api-08] Health check passed: ready=true, status=200",0.4662803353257043,1
2025-11-10T16:51:12.823Z,nginx-frontend-07,prod,DEBUG,2025-11-10T16:51:12.823Z DEBUG [nginx-frontend-07] Cache hit for key=session:1890; ttl=2683s,0.4653748204782717,4
2025-11-06T11:07:28.378Z,nginx-frontend-20,dev,INFO,"2025-11-06T11:07:28.378Z INFO [nginx-frontend-20] Health check passed: ready=true, status=200",0.4652918130286868,3
2025-11-13T02:11:50.754Z,auth-service-08,staging,INFO,2025-11-13T02:11:50.754Z INFO [auth-service-08] Completed 204 POST /api/v1/orders in 230ms,0.4598707036731425,2
2025-11-06T19:19:16.575Z,nginx-frontend-05,dev,INFO,2025-11-06T19:19:16.575Z INFO [nginx-frontend-05] Cache hit for key=session:9770; ttl=2509s,0.45920222348898404,3
2025-11-10T15:50:11.495Z,auth-service-10,dev,INFO,2025-11-10T15:50:11.495Z INFO [auth-service-10] User 12588 authenticated successfully,0.45869545182530796,2
2025-11-09T17:34:25.082Z,backend-api-08,prod,INFO,2025-11-09T17:34:25.082Z INFO [backend-api-08] Established connection to upstream inventory.internal:5432,0.4549199282177575,1
2025-11-10T04:12:42.360Z,backend-api-09,staging,DEBUG,2025-11-10T04:12:42.360Z DEBUG [backend-api-09] User 52189 authenticated successfully,0.45421104411485086,4
2025-11-08T08:00:03.980Z,backend-api-09,dev,INFO,2025-11-08T08:00:03.980Z INFO [backend-api-09] Cache hit for key=session:8861; ttl=1458s,0.45370996828188764,1
2025-11-12T13:23:39.438Z,auth-service-03,dev,INFO,2025-11-12T13:23:39.438Z INFO [auth-service-03] Started request GET /checkout from 10.0.0.46 in 21ms,0.45339804282557356,2
2025-11-10T23:44:26.308Z,orders-16,prod,INFO,2025-11-10T23:44:26.308Z INFO [orders-16] Opening database transaction; connection_id=6209,0.4523889436509416,1
2025-11-07T11:14:49.024Z,backend-api-03,dev,INFO,2025-11-07T11:14:49.024Z INFO [backend-api-03] Established connection to upstream payments.internal:8080,0.4519744544147997,3
2025-11-06T17:47:02.272Z,nginx-frontend-19,prod,INFO,"2025-11-06T17:47:02.272Z INFO [nginx-frontend-19] Graceful shutdown initiated, waiting for connections to drain",0.45055180782656296,2
2025-11-08T00:05:33.589Z,nginx-frontend-03,dev,INFO,2025-11-08T00:05:33.589Z INFO [nginx-frontend-03] Loaded config from /etc/config/env.yml,0.45046793775779664,1
2025-11-06T11:31:55.372Z,payments-13,staging,DEBUG,"2025-11-06T11:31:55.372Z DEBUG [payments-13] Health check passed: ready=true, status=200",0.4501094577877706,3
2025-11-11T21:59:37.409Z,auth-service-17,dev,INFO,2025-11-11T21:59:37.409Z INFO [auth-service-17] Loaded config from /etc/config/env.yml,0.44909202768438095,3
2025-11-08T11:54:11.697Z,payments-10,dev,DEBUG,2025-11-08T11:54:11.697Z DEBUG [payments-10] Cache hit for key=session:9362; ttl=1685s,0.44838666383766235,4
2025-11-09T10:57:21.549Z,payments-10,dev,ERROR,2025-11-09T10:57:21.549Z ERROR [payments-10] ERROR: request timeout after 3834ms while calling db,0.4483618352757338,2
2025-11-07T12:48:26.146Z,auth-service-19,dev,INFO,2025-11-07T12:48:26.146Z INFO [auth-service-19] User 71428 authenticated successfully,0.44818889888504987,1
2025-11-11T15:59:14.910Z,nginx-frontend-04,dev,DEBUG,2025-11-11T15:59:14.910Z DEBUG [nginx-frontend-04] Cache hit for key=session:4285; ttl=818s,0.4468117686658139,4
2025-11-10T22:40:49.047Z,backend-api-08,dev,ERROR,2025-11-10T22:40:49.047Z ERROR [backend-api-08] ERROR: request timeout after 22857ms while calling auth,0.44434188543827646,2
2025-11-06T14:56:42.429Z,payments-10,dev,DEBUG,2025-11-06T14:56:42.429Z DEBUG [payments-10] Loaded config from /etc/config/db.yml,0.44428385921695335,4
2025-11-06T03:19:09.271Z,backend-api-08,dev,ERROR,2025-11-06T03:19:09.271Z ERROR [backend-api-08] ERROR: OOMKilled - process terminated due to out-of-memory,0.44222977726259105,2
2025-11-11T22:18:41.576Z,auth-service-01,staging,ERROR,2025-11-11T22:18:41.576Z ERROR [auth-service-01] ERROR: request timeout after 21434ms while calling auth,0.44208631575599383,2
2025-11-06T08:31:20.092Z,backend-api-09,dev,INFO,"2025-11-06T08:31:20.092Z INFO [backend-api-09] Health check passed: ready=true, status=200",0.44177714318345784,1
2025-11-08T20:40:56.422Z,backend-api-09,dev,INFO,2025-11-08T20:40:56.422Z INFO [backend-api-09] User 15488 authenticated successfully,0.43881396559672703,1
2025-11-09T21:28:46.390Z,nginx-frontend-13,staging,INFO,2025-11-09T21:28:46.390Z INFO [nginx-frontend-13] Cache hit for key=session:8975; ttl=209s,0.43857245128242806,2
2025-11-10T18:09:57.132Z,orders-03,staging,INFO,2025-11-10T18:09:57.132Z INFO [orders-03] User 57425 authenticated successfully,0.4381991699618308,2
2025-11-09T07:19:26.525Z,nginx-frontend-17,dev,DEBUG,2025-11-09T07:19:26.525Z DEBUG [nginx-frontend-17] Background job reindex completed in 245ms,0.438167685067645,5
2025-11-10T03:29:03.193Z,auth-service-15,dev,INFO,2025-11-10T03:29:03.193Z INFO [auth-service-15] Opening database transaction; connection_id=1060,0.4374248639499973,3
2025-11-06T19:40:52.046Z,nginx-frontend-06,prod,INFO,2025-11-06T19:40:52.046Z INFO [nginx-frontend-06] Completed 204 DELETE /metrics in 170ms,0.4373141926887319,2
